ID,Date,Time,Headline,News,Source,Field,Reaction/Sentiment,Polarity,Subjectivity
402,2015-11-06,00:00:00,"Dropbox tries to reinvent as Microsoft, Apple, Box crowd cloud ...","SAN FRANCISCO """""" Tech can be a fickle business with a short memory. Today's Uber could be tomorrow's Zynga. The narrative arc can be",online_post_1637,Tech,0.3808542943,0.0,0.3
437,2015-11-06,00:00:00,Facebook Poaches Microsoft Engineers to Build Virtual Reality ...,"Facebook has hired three longtime Microsoft veterans to head up a new computational photography team at the company, a small group tasked",new_channel_1210,Tech,0.296774418,-0.05681818181818182,0.42727272727272725
457,2015-11-06,00:00:00,We're Still Measuring The Digital Economy All Wrong: No Way Is ...,We have something of a problem here with the way that we measure the economy. That problem being about how we measure the digital,online_post_559,Finance,0.2975798708,0.0,0.0
469,2015-11-06,00:00:00,The 'Sharing Economy' Doesn't Increase Productivity,My colleague Tim Worstall has written another interesting piece explaining how I am wrong to suggest that the sharing economy does not,online_post_559,Finance,0.40059250869999996,0.0,0.7
593,2015-11-06,00:00:00,Why Microsoft bought maker of MileIQ Android-iOS app: For the data ...,"If you can't beat 'em, buy 'em: Microsoft said Thursday that it has purchased Mobile Data Labs, a top-grossing finance app in the iTunes store",online_post_1113,Tech,0.44119544270000005,0.0,0.0
719,2015-11-06,,Surface Pro 4 review: Microsoft's safer choice is a (deceptively) big ...,"This year Microsoft not only gave us a new kind of 2-in-1 with the Surface Book, but it also launched an upgraded version of its classic 2-in-1.",online_post_597,Tech,0.7205531586,0.22575757575757574,0.6303030303030303
836,2015-11-06,00:00:00,Microsoft delivers next big Windows 10 update to testers,"Microsoft has released a fresh new build of Windows 10 to preview members today. That's a fairly regular occurrence, but today's release is the",journal_1652,Tech,0.5652017638,0.14545454545454545,0.34382284382284384
1092,2015-11-06,00:00:00,"Microsoft Acquires Mobile Data Labs, The Company Behind Mileage ...","Microsoft today announced that it has acquired Mobile Data Labs. While that name probably doesn't ring a bell, the company's MileIQ app is",journal_1431,Tech,0.6333492703,0.0,0.0
1270,2015-11-06,00:00:00,Microsoft just bought a startup that can automatically track how far ...,"Microsoft has bought Mobile Data Labs, a startup best known for its mileage tracking app MileIQ. MileIQ automatically tracks and logs the miles",online_post_218,Tech,0.6724940226,1.0,0.3
62013,2015-11-06,00:00:00,"Jews should understand suffering of Palestine, advances in ...","Palestine has been occupied for almost 50 years. I believe that Palestine and Tibet are the only currently occupied countries. Jews, of all",new_channel_1018,International,0.4372765428,0.0,0.7
62030,2015-11-06,00:00:00,The Palestinian People Ask: Where Is Israel's FW de Klerk?,"The only way to stop the deteriorating situation in Israel and occupied Palestine is to address the root causes. Israeli leaders, however",online_post_1758,International,0.3429181751,0.0,1.0
62057,2015-11-06,,Muslims abandoned Palestine: Hezbollah chief,"Muslims abandoned Palestine: Hezbollah chief. An image grab taken from Hezbollah's al-Manar TV on October 18, 2015 shows Hassan",online_post_1448,International,0.3458058262,0.0,0.0
63282,2015-11-06,00:00:00,Nasrallah: Palestinian attackers 'sowing fear' among Israelis,,journal_1647,International,0.4266854903,0.0,0.0
64236,2015-11-06,00:00:00,US president says Canadian PM Justin Trudeau expressed ...,"The Obama administration has rejected TransCanada's application to build the Keystone XL pipeline, capping a seven-year saga that became",new_channel_224,Politics,0.6019262746,0.0,0.0
64270,2015-11-06,00:00:00,President Obama Rejects Keystone XL Pipeline Plan,"Ending a process that has lingered for much of his time in the Oval Office, President Obama announced Friday that the U.S. has rejected",online_post_1002,Politics,0.5795625,0.2,0.2
64339,2015-11-06,00:00:00,East Palestine takes on Sandy Valley,"MAGNOLIA, Ohio (WKBN) """""" Facing off in the opening round of the Division V, Region 15 playoffs, the East Palestine Bulldogs fell short of the",journal_1806,International,0.5316051039,-0.1,0.35
65544,2015-11-06,00:00:00,A guide to Palestine in the British media,"On the front page of one was a huge photograph of an Israeli soldier holding a Palestinian boy by the neck, the boy's face twisted away from the",journal_980,International,0.48283627219999997,-0.04999999999999996,0.95
65722,2015-11-06,00:00:00,Obama rejects Keystone XL pipeline and hails US as leader on ...,"Barack Obama ended seven years of high-wire political drama to reject the Keystone XL pipeline on Friday, saying the decision reflected",new_channel_1460,Politics,0.4688647139,0.0,0.1
358,2015-11-06,00:05:00,Microsoft Dips Toe In Social Media With Skype Integration,Microsoft is easing gingerly back into the pool with an integration adding social sharing to its Skype video chat service. ,new_channel_934,Tech,0.6205464706,0.016666666666666666,0.03333333333333333
276,,01:04:00,Finland's Rehn says crucial healthcare deal &quot;quite near&quot;,"Finland's Economy Minister Olli Rehn said on Friday that a deal between the three parties in the ruling coalition over spending cuts was &quot;quite near&quot;, easing concerns that the government might collapse after only five months in power. Prime Minister Juha Sipila, in a surprise statement on Thursday, threatened to break up the government if it cannot reach agreement by Friday morning on healthcare ",online_post_1228,Finance,0.5988879339000001,0.0,1.0
251,2015-11-06,01:33:00,An economy friendly and beneficial to all - PM,"Prime Minister Ranil Wickremesinghe making the new Government's Economic Policy Statement in Parliament yesterday said the economy the Government plans to build must yield results for all, an economy that will promote the benefits of development among all, an economy that will be friendly to all, beneficial to all and an economy that will pave the way for sustainable development. ",new_channel_372,Finance,0.7631958066,0.23712121212121215,0.38484848484848483
291,2015-11-06,01:33:00,Economics and politics in period of transition - 2,Since 1977 our economy the guiding principle of our economy has been that of neo-liberalism. Commonly known as the open economy doors were wide open for investors to come and almost all trade and foreign exchange controls were relaxed. This was in line with the conditions stipulated by international financial organizations such as the IMF and the WTO. Despite reservations about the pro ,new_channel_372,Finance,0.4773133996,-0.065625,0.315625
62261,2015-11-06,02:10:00,Kim Swee Forced To Make Last Minute Changes To Side Before Leaving To Jordan,"KUALA LUMPUR, Nov 6 (Bernama) -- National interim coach Datuk Ong Kim Swee was forced to make last minute adjustments to his side before leaving to Amman, Jordan tonight for the match against Palestine next Thursday. ",new_channel_159,International,0.4050143339,-0.10000000000000002,0.08888888888888889
205,2015-11-06,02:34:00,,"Japan's economy probably slipped into technical recession in July-September due to a drop in capital spending and soft external demand and private consumption, a Reuters poll showed. A technical recession is defined as two consecutive quarters of economic contraction. This would translate into a quarterly contraction of 0.1 percent, keeping policymakers under pressure to deploy monetary and ",online_post_1228,Finance,0.4037763609,0.025,0.22857142857142856
217,2015-11-06,02:34:00,Japan economy likely fell into technical recession in third quarter,"By Tetsushi Kajimoto TOKYO (Reuters) - Japan's economy probably slipped into technical recession in July-September due to a drop in capital spending and soft external demand and private consumption, a Reuters poll showed. A technical recession is defined as two consecutive quarters of economic contraction. This would translate into a quarterly contraction of 0.1 percent, keeping policymakers ",online_post_1227,Finance,0.5307487147,0.025,0.22857142857142856
324,2015-11-06,03:33:00,Microsoft risks IT ire with Windows 10 update push,"Microsoft has made it clear that it will take on a greater role in managing the Windows update process, and IT shops aren'y happy about its pushy plans. ",journal_329,Tech,0.6904682376000001,0.4666666666666666,0.6277777777777778
574,2015-11-06,04:44:00,Microsoft risks IT ire with Windows 10 update push,"Microsoft has made it clear that it will take on a greater role in managing the Windows update process, and IT shops aren'y happy about its pushy plans. ",journal_33,Tech,0.6504682375999999,0.4666666666666666,0.6277777777777778
1427,2015-11-06,06:49:00,"Economy adds a surprising 271,000 jobs; unemployment rate falls to 5%",A burst of hiring last month accompanied by strong wage gains suggests that the U.S. labor market remains solid and increases the likelihood that the Federal Reserve will make its first interest rate hike in nearly a decade next month. The Bureau of Labor Statistics said Friday that employers across ,new_channel_882,Finance,0.5264102815,0.13055555555555556,0.2722222222222222
346,2015-11-06,07:06:00,"Microsoft empowers customers through local cloud, new cloud partnerships","Mumbai, Nov 6 : Microsoft on Friday announced significant momentum in its local cloud adoption and several new local cloud partnerships in India. ",new_channel_1048,Tech,0.3673060836,0.10227272727272727,0.26590909090909093
229,2015-11-06,08:03:00,Strong Growth in Jobs May Encourage Fed to Raise Rates,"The economy added 271,000 jobs in October, an unexpectedly strong showing, and unemployment dipped to 5 percent. ",journal_1071,Finance,0.5785400341,0.4333333333333333,0.7333333333333333
1305,2015-11-06,09:07:00,Obama economy: 8.7 million jobs,"If the improvements continue, Republicans will have a harder time winning the White House back. ",journal_239,Finance,0.4976540048,0.1,0.1875
206,2015-11-06,09:12:00,Obama economy: 8.7 million jobs,The U.S. economy is humming again. ,journal_239,Finance,0.44,0.0,0.0
242,2015-11-06,09:40:00,October jobs report shows robust economic growth,"The economy added 271,000 jobs last month, outperforming employment gains seen in August and September. The unemployment rate fell to 5 percent.  ",new_channel_1420,Finance,0.5130389838,0.0,0.06666666666666667
248,2015-11-06,09:57:00,Obama economy: 8.7 million jobs,The U.S. economy is humming again. ,new_channel_1696,Finance,0.46,0.0,0.0
326,2015-11-06,10:04:00,How to stop Microsoft from tracking you on Windows 10," Microsoft has confirmed that it is collecting huge amounts of data on its users – much more than ever before – with the Windows 10 operating system, but the computing giant doesn't think that we should be worried. If you install Windows 10 Home on its default settings, the operating system sends data about your internet browser history and your location, tracks every word you type on the ",journal_737,Tech,0.5795833333,0.325,0.85
313,2015-11-06,11:02:00,Microsoft and Red Hat Collaborate in the Cloud,"Microsoft and Red Hat on Wednesday announced a deal that bridges their cloud technologies, which have been separated by the competing Windows and Linux platforms. The partnership lets customers migrate their data to either Microsoft Azure or Red Hat Enterprise Linux. It also integrates features in both cloud systems so customers can use them interchangeably. ",online_post_454,Tech,0.4608867857,0.0,0.0
249,2015-11-06,12:59:00,"COLUMN-Economy can handle rate rise, but can markets?: James Saft","It remains to be seen if financial markets can. Following on from today's robust U.S. jobs report, an interest rate hike from the Federal Reserve in December is looking highly likely. Not only did the economy create 271,000 jobs in October, taking the unemployment rate down to a flat 5.0 percent, but wages showed surprising signs of strength. ",online_post_1228,Finance,0.43461678909999996,0.07420634920634919,0.4305555555555555
351,2015-11-06,13:23:00,Microsoft Lumia 950 and Lumia 950 XL Coming to India in December," Microsoft does not have much of a presence in India, although some of the company's budget Lumia's are doing ok on the sub-continent. The company wants more than ok though and with the Lumia 950 and Lumia 950 XL flagships there is a chance to crack the largest emerging market on the planet. Those handsets (packing Windows 10 Mobile) have now been confirmed to be launching in India during ",new_channel_965,Tech,0.6445257131000001,0.3833333333333333,0.4666666666666666
330,2015-11-06,14:14:00,"Microsoft, IRS spar over long-running probe of its taxes",The Redmond tech company and the Internal Revenue Service tangled in court Friday over the government’s audit of Microsoft’s software sales through offshore subsidiaries. ,new_channel_1281,Tech,0.6552463349000001,0.0,0.0
362,2015-11-06,14:23:00,We want to be a platform for businesses: Microsoft CEO Satya Nadella,"Satya Nadella, CEO of Microsoft Corp, is not worried about the mind-boggling valuation of start-ups and e-commerce companies and he doesn’t sweat about a large number of them failing too. For Nadella, what needs to be celebrated is the quality of ideas and the impact they create and what can be done to make these ideas come into being. Speaking to a select group of editors on Thursday after ",journal_1527,Tech,0.3764640524,0.3547619047619048,0.7261904761904763
305,2015-11-06,14:57:00,Microsoft says its software can tell if you're going back to prison,"Microsoft is pitching its software and cloud data storage to law enforcement agencies. Researchers say that using data to find crime patterns can help stop burglaries, but using data analysis to 'predict' violent crimes is highly problematic. ",new_channel_1420,Tech,0.5007468481,-0.32,0.77
345,2015-11-06,15:02:00,Microsoft reorg stirs company’s alphabet soup of units,"Tech savvy isn’t the only reason many Microsoft employees don’t carry business cards. For some, their titles are out-of-date before the new set arrives. ",new_channel_1281,Tech,0.4614268996,0.21212121212121213,0.6515151515151515
62200,2015-11-06,15:19:00,The Palestinian People Ask: Where Is Israel's F.W. de Klerk?,"If a two-state solution fades away, Israel will consolidate apartheid across all of Palestine. ",new_channel_1573,International,0.3590773047,0.0,0.0
319,2015-11-06,15:37:00,Microsoft elevates Gutierrez to general counsel,"In a reorganization of its legal department, Microsoft named longtime company lawyer Horacio Gutierrez as the company’s general counsel, replacing Brad Smith. ",new_channel_1281,Tech,0.5402258867999999,0.125,0.35
253,2015-11-06,16:01:00,"Bay Area needs powerful regional government to keep economy vibrant, study says","The Bay Area is one of the brightest sparks in the nation’s recovering economy but feeding its vitality means residents will have to give up a lot of local control, dig deeper into their wallets, and make room for tens of thousands of new neighbors, according to study released Friday ",journal_1304,Finance,0.6628748121,0.06818181818181818,0.22727272727272727
238,2015-11-06,19:08:00,Efficient fiscal policy an anchor to economy,"THE Keynesian school of thought has been the backbone to the idea of government intervention in stabilising an economy. Beyond public spending, government economic policies actively shape the structure of an economy. ",journal_1633,Finance,0.6142196588000001,0.022222222222222227,0.2888888888888889
254,2015-11-06,20:45:00,M?ori ready to play part in the new economy,"The M?ori economy will be a big driver of work changes and must be in a strong position to reap the benefits of new opportunities, Labour’ Chair of the Future of Work Commission Grant Robertson says. ",journal_1316,Finance,0.5978376174,0.1424242424242424,0.35321969696969696
354,,21:22:00,Microsoft Surface Book vs. Surface Pro 4: Which 2-in-1 do you buy?," Microsoft's new Surfaces are awesome, but maybe you aren't sure which one to go with? We have both the Surface Pro 4 and Surface Book in house right now; let's see if we can help you figure out which model is better for you. .. Continue Reading Microsoft Surface Book vs. Surface Pro 4: Which 2-in-1 do you buy? Section: Laptops Tags: 2-in-1 Microsoft Product Comparison Microsoft Surface Related ",new_channel_1840,Tech,0.6673672123,0.40367965367965364,0.6298581048581048
379,2015-11-06,22:30:00,Microsoft's Cortana to take on Apple's Siri in iOS,"Microsoft is preparing to launch a first version of Cortana, its virtual personal assistant, for iOS. Windows Insiders (a community which tests new Windows products) in the US and China will be able to test a beta version of the app. ",new_channel_677,Tech,0.5601080823,0.2215909090909091,0.428219696969697
54,2015-11-07,00:00:00,US economy smashes expectations to add 271000 jobs in October,,new_channel_1460,Finance,0.5469791667,0.0,0.0
69,2015-11-07,00:00:00,The Guardian view on American mortality: the price of a ruthless ...,"Why are middle-aged Americans dying? This is a question that throws into sharp relief the purpose of economic policy, and the shadows that it",new_channel_1460,Finance,0.4017758938,0.037500000000000006,0.475
70,2015-11-07,00:00:00,Thailand see little prospect of economic pickup,"Thailand remains a distant last place in terms of economic growth among its Southeast Asian peers, plodding along at roughly half the rate of",online_post_545,Finance,0.3053447255,-0.06111111111111111,0.2305555555555556
94,2015-11-07,00:00:00,UK economic growth edges up in three months to October - NIESR,"Economic output probably grew by 0.6 percent in the period, up from watch on the risks to the economy from a global economic slowdown.",journal_1256,Finance,0.4310588678,0.13333333333333333,0.13333333333333333
95,2015-11-07,00:00:00,Italy's Economy: Turning the Corner,"Italy is finally finding its way""""""albeit slowly""""""out of the economic mire. One of the best performers in October's European economic survey data",online_post_1758,Finance,0.5747614099,0.18333333333333332,0.35000000000000003
97,2015-11-07,,"Early Look: China's Economy Likely Stabilized in October, But ...","China's economy may have stabilized in October after a slew of government stimulus measures, but growth momentum remained subdued",new_channel_1756,Finance,0.4094285635,0.0,0.0
134,2015-11-07,00:00:00,Microsoft risks IT ire with Windows 10 update push,Microsoft has made it clear that it will take on a greater role in managing the Windows update process with Windows 10. The company has also,new_channel_341,Tech,0.4556583433,0.3,0.44166666666666665
143,2015-11-07,00:00:00,Microsoft considers blocking SHA-1 certificates after cost of ...,Microsoft may phase out support for TLS certificates that use the SHA-1 hashing algorithm as early as June 2016. The decision comes in the,new_channel_100,Tech,0.5024869499,0.1,0.3
150,2015-11-07,00:00:00,"Peggy Johnson, Microsoft's Deal Boss, On Reaching Silicon Valley","That is a question Microsoft is trying to answer. Cash-rich, profitable and sporting new leadership, the company wants to change its image in",journal_1431,Tech,0.5620609411,0.16818181818181818,0.2772727272727273
154,2015-11-07,00:00:00,MileIQ drives to Redmond: Microsoft swallows Mobile Data Labs,"Microsoft has acquired Mobile Data Labs, developers of the popular mileage tracking app MileIQ. The MileIQ app, which is available for iOS",new_channel_1534,Tech,0.49518346770000005,0.5,0.65
164,2015-11-07,00:00:00,Microsoft takes JBLM training program nationwide,,online_post_781,Tech,0.5241655379,0.0,0.0
168,2015-11-07,00:00:00,Microsoft and Intel bring 'Speed Shift' technology to Windows 10 this ...,"To date, common knowledge of Skylake processors includes claims of better management of thermal temperatures, voltage during workloads,",new_channel_1780,Tech,0.41403214299999996,0.1,0.5
190,2015-11-07,00:00:00,"November 6, 2015 - Written By Tom Dawson","To offer the absolute best of both, Google need to follow Microsoft's lead, but more than that they are in a position to beat Microsoft at their own",online_post_95,,0.49134178009999996,0.575,0.675
397,2015-11-07,00:00:00,What Your CEO Is Reading: The Decluttered Economy; Tech Bubble ...,A shift to a decluttered digital economy. Where's the system for measuring the dramatic de-atomization of the economy? That's what we need to,,Finance,0.4234783418,-0.21666666666666665,0.3
421,2015-11-07,00:00:00,"Microsoft, Red Hat Alliance Shows Growing Cloud Influence","Red Hat and Microsoft, archenemies of yesteryear, bury the hatchet and vow to work together to make hybrid cloud computing easier.",online_post_712,Tech,0.49308601259999996,0.0,0.0
424,2015-11-07,00:00:00,Add machine learning to your app with Microsoft Project Oxford,Want to play with advanced features like face recognition and language understanding? Microsoft makes these goodies available in the cloud,,Tech,0.4972457764,0.4,0.5
522,2015-11-07,00:00:00,Is the Economy Overheating? Here's Why It's So Hard to Say,"Let me tell you a story of the battle between the """"""inflation targeters"""""" and the """"""accelerationists."""""" You'll want to hear this bit of economic history",journal_1071,Finance,0.5199989739,0.2,0.2
594,2015-11-07,00:00:00,,"Microsoft Corporation (NASDAQ:MSFT) has put a lot of emphasis on physical products in recent years, and market rumors suggest that the firm",journal_873,Tech,0.6189617984,-0.06666666666666667,0.2642857142857143
896,2015-11-07,00:00:00,"Microsoft is testing a wearable 'clip' for women, says report","Just as with the Moto Hint, Microsoft's wearable would allow for quick interactions, such as reminders, making it ideal for a parent. According to Wareable, the",online_post_218,Tech,0.5928234997999999,0.41111111111111115,0.6666666666666666
62038,2015-11-07,00:00:00,Theatre of the Palestine solidarity movement,"Then the leader surged forward, arms flailing, voice bellowing, clad in the colours of Palestine. 'Get the f""""""k off our campus, now, you f""""""king",journal_1362,International,0.3717106711,0.0,0.0
62040,2015-11-07,00:00:00,"Film review: 'We are Palestine, we're here and we are queer'",All three are gay Palestinian citizens of Israel who live and work in Tel Aviv. They are politically active and assertive about their right to define,online_post_1,International,0.7662017381999999,0.17635281385281384,0.5547619047619048
62242,2015-11-07,01:07:00,Kim Swee makes last minute adjustments,"Kuala Lumpur: National interim coach Datuk Ong Kim Swee was forced to make last minute adjustments to his side before leaving to Amman, Jordan Friday night for the match against Palestine next Thursday. ",new_channel_1256,International,0.4275673942,-0.10000000000000002,0.08888888888888889
303,2015-11-07,03:07:00,"Microsoft’s Stock Math: Fewer Shares, Pricier Shares","Microsoft’s stock finally returned to a nominal level not seen since before the 2000 tech collapse. But without share buybacks, it might not look quite so good. ",journal_1071,Tech,0.4508419475,0.35,0.8
3842,2015-11-07,05:18:00,"Strong economy could help Clinton, Democrats",Hillary Clinton received another piece of good news to head into the weekend with: a stellar jobs report. ,journal_238,Finance,0.5121453539999999,0.475,0.42500000000000004
304,2015-11-07,09:01:00,"Strategies: Microsoft’s Stock Math: Fewer Shares, Pricier Shares","Microsoft’s stock finally returned to a nominal level not seen since before the 2000 tech collapse. But without share buybacks, it might not look quite so good. ",journal_1071,Tech,0.3505260091,0.35,0.8
812,2015-11-07,09:28:00,"Strategies: Microsoft’s Stock Math: Fewer Shares, Pricier Shares","Microsoft’s stock finally returned to a nominal level not seen since before the 2000 tech collapse. But without share buybacks, it might not look quite so good. ",journal_1072,Tech,0.5105260091,0.35,0.8
316,2015-11-07,11:50:00,Windows smartphone owners question Microsoft's commitment after OneDrive space reduction,Microsoft decision to drastically slash the free allotment of its OneDrive storage service has annoyed Windows phone users. ,journal_329,Tech,0.6124192199,0.0,0.8
310,2015-11-07,14:31:00,"Ed Bott's Weekly Wrap: Good Microsoft, Bad Microsoft edition","When Microsoft is good, they're very very good, which is why Windows 10 users are about to get a big and very welcome update. But when Microsoft is bad, they take it out on consumers. This week, OneDrive users drew the short straw. ",new_channel_1817,Tech,0.6543346132,0.31833333333333336,0.5744444444444444
273,2015-11-07,15:38:00,We are growing despite headwinds:Morrison,"Although the economy is facing the strongest possible headwinds, it is still growing, Scott Morrison says. The economy is facing the impact of reduced commodity prices, a fall in the terms of trade and ",online_post_23,Finance,0.4855271446,0.0,1.0
213,2015-11-07,16:23:00,Baby boomers are what's wrong with America's economy,"One moment in the third Republican presidential debate encapsulates everything terrible about baby boomers and the way they've pillaged the U.S. economy. It came from Sen. Marco Rubio of Florida, a Generation Xer, who offered the standard line - you can hear it from the mouth of almost any American ",journal_292,Finance,0.4936524284,-0.25,0.25
837,2015-11-07,19:47:00,Fed's Williams Says October Was Close Call Given Crosscurrents,"The U.S. economy has reached at least one measure of full employment and the decision to keep interest rates near zero in October was a close one, said John Williams, president of the Federal Reserve Bank of San Francisco. ",new_channel_175,Finance,0.5916671097,0.049999999999999996,0.45
211,2015-11-07,20:41:00,Headwinds but economy growing: Morrison,"Treasurer Scott Morrison says the economy is still growing despite facing the strongest possible headwinds. The economy is facing the impact of reduced commodity prices, a fall in the terms of trade, and the decline in mining investment. &quot;They were always going to have a very strong impact on our economy, but despite that we are growing,&quot; he told Sky News on Sunday. ",online_post_23,Finance,0.3425087601,0.2816666666666667,0.9766666666666666
219,2015-11-07,20:49:00,Headwinds but economy growing: Morrison,Treasurer Scott Morrison says the economy is facing a series of headwinds but is still growing. ,journal_1460,Finance,0.5603794643,0.0,0.0
572,2015-11-07,20:53:00,Headwinds but economy growing: Morrison,Treasurer Scott Morrison says the economy is facing a series of headwinds but is still growing. ,online_post_1360,Finance,0.5103794643,0.0,0.0
267,2015-11-07,23:40:00,'Back to reality' for economy as country registers 0.1 per cent growth in August,"OTTAWA - The Canadian economy grew for the third consecutive month in August, but the pace of growth slowed from earlier in the summer, Statistics Canada said Friday. ",new_channel_1813,Finance,0.38871598479999997,0.0,0.25
31,2015-11-08,00:00:00,Can the AK party save Turkey's flagging economy?,"According to the IMF and World Bank, the once booming economy that grew 9.2 percent in 2010 is now forecast to grow by just 3 percent this",online_post_76,Finance,0.4838547968,0.0,0.0
50,2015-11-08,00:00:00,China Economic Slowdown Restricts Reform Efforts As Government ...,"China is delaying plans to loosen controls on the economy amid the country's slowdown. Above, an investor stands in front of an electronic",new_channel_717,Finance,0.6565826966,0.0,0.1
51,2015-11-08,00:00:00,"Diwali sales, analysts and companies indicate that the economy ...","It's also a time when virtually every other macro-economic indicator """""" inflation, interest rates, fuel prices, GDP growth rate, fiscal deficit """""" is",,Finance,0.49252331159999996,-0.125,0.375
57,,00:00:00,China Delays Economic Liberalization,"BEIJING""""""The closed-door meeting of some of China's most powerful economic mandarins this fall was getting tense. Their boss, President Xi",online_post_1758,Finance,0.6196210989000001,0.16666666666666669,0.55
59,2015-11-08,00:00:00,"Fast internet for all will be 'shot in the arm' for economy, says CBI",The Confederation of British Industry (CBI) has hailed the Government's plans to make fast internet a legal right for all as &quot;a shot in the arm&quot; for,journal_1450,Finance,0.6704829661,0.17142857142857143,0.33392857142857146
61,2015-11-08,00:00:00,"Indian economy better placed today, reforms will be pursued: PM ...",NEW DELHI: Prime Minister Narendra Modi said the Indian economy was in much better shape than it had been when he took over thanks to,journal_451,,0.5788364008,0.2787878787878788,0.38484848484848483
76,2015-11-08,00:00:00,Opinion: Why the US economy could still use some stimulus,"That's enough to increase the size of the economy by 0.3% next year, manufacturing and the few other lagging sectors of the economy.",online_post_914,Finance,0.44496479,-0.08125,0.24375
99,2015-11-08,00:00:00,Why The Freelance Economy Is A Social Tragedy In The Making,"They were only five words, but I won't soon forget them. On the day I retired from the corporate world, in March 2012, I was speaking with",online_post_559,Finance,0.5025625965999999,0.0,0.5
121,2015-11-08,00:00:00,"Microsoft's Stock Math: Fewer Shares, Pricier Shares","Microsoft has been on a roll. Late last month, it did something it hadn't pulled off since Bill Gates was chief: Its share price reached a new high.",journal_1071,Tech,0.36677891619999997,-0.000909090909090908,0.4153030303030303
131,2015-11-08,00:00:00,Why nobody can catch up with Amazon,"Even as the startup craze starts to cool in Silicon Valley, Amazon, Microsoft, and Google all reported bang-up earnings last quarter, not least",online_post_218,Tech,0.5283814289000001,0.225,0.4541666666666667
140,2015-11-08,00:00:00,Microsoft works with GameStop to help Xbox One combat ...,"November and December are the two most important months of the year for game sales, and Microsoft is working with a key retail partner to get",new_channel_1658,Tech,0.5773207805,0.125,0.725
171,2015-11-08,00:00:00,Microsoft Store opening in Pennsylvania gets huge turnout,"Today, Microsoft has opened up a brand new retail store at the King of Prussia Mall in Pennsylvania. Microsoft celebrated the grand opening by",new_channel_1780,Tech,0.43028840700000004,0.3287878787878788,0.7348484848484849
172,2015-11-08,00:00:00,Microsoft Edge vs Internet Explorer: What's the real difference?,"With the arrival of Microsoft's brand new Windows 10 operating system, Microsoft Edge has now become the default browser removing the",online_post_1109,Tech,0.5463267973,0.13636363636363635,0.45454545454545453
488,2015-11-08,00:00:00,India's image of 'written off' economy changed in 17 months: PM ...,"&quot;Today within these 17 months, India has marked its name in the whole world, including big nations, among the fast developing economies,&quot;",journal_451,Finance,0.6538667242,0.125,0.42500000000000004
542,2015-11-08,00:00:00,"iPad Pro, Microsoft's Surface Pro Competitor, Will Officially Launch ...","He adds that the iPad Pro feels more like a work device and that it is a good fit for Microsoft Office, Adobe apps, and a host of other workflow",,Tech,0.5605498816,0.36875,0.46875
716,2015-11-08,00:00:00,Grasp the reality of China's rise,"For the first time in centuries, China now affects the global economy as much as it is affected by the global economy. In the years ahead, China",online_post_545,Finance,0.6472410919,0.1125,0.13333333333333333
751,2015-11-08,00:00:00,China October imports fall in sign of sluggish economy,"BEIJING (AP) """""" China's October imports fell by 16 percent from a year ago in a sign of weakness in the world's second-largest economy, while exports also",online_post_218,Finance,0.5080674345,0.0,0.0
754,2015-11-08,00:00:00,"Chinese trade disappoints, clouding economic outlook","China's services sector, which has been one of the few bright spots in the economy, also lost some steam in October. &quot;We see that the trade will",new_channel_1219,Finance,0.5790659707,0.25,0.44999999999999996
62061,2015-11-08,00:00:00,Sidon figures come together for Palestine,"Sidon figures come together for Palestine. Hariri and other Sidon figures attend a gathering in solidarity of Palestine, Sunday, Nov. 9, 2015.",online_post_1448,International,0.5727577590999999,-0.125,0.375
62063,2015-11-08,00:00:00,'Rule of law' in Palestine: an interview with jurist Cees Flinterman,"Western governments praise Israel as a bastion of freedom in an otherwise tyrannically governed, strife-torn region """""" a true """"""liberal",new_channel_976,International,0.652173982,0.175,0.325
62361,2015-11-08,00:00:00,Vigil held for citizens of Palestine,NYU Law students gathered for a silent vigil on Friday to show solidarity with Palestinian citizens in their ongoing struggle with Israel. The vigil,online_post_1006,International,0.5068092246,0.0,0.1
62398,2015-11-08,00:00:00,Tunisians rally to support Palestine 'uprising',,new_channel_65,International,0.5909397729,0.0,0.0
63335,2015-11-08,00:00:00,Jewish and Muslim Leaders in Israel and Palestine: End Rhetoric ...,The widespread political vitriol dehumanizes the Israeli and Palestinian experience. But it's a symptom of the underlying problem: the persistent,online_post_641,International,0.5265387352,0.0,0.1
64955,2015-11-08,00:00:00,The Living Dead in Palestine and the Failure of International ...,"Nothing sums up the &quot;Israeli-Palestinian conflict,&quot; according to a recent NBC News report, more than the video of the Palestinian teen Ahmad",new_channel_1624,International,0.5746263759,0.16666666666666666,0.25
65539,2015-11-08,00:00:00,A Digital Team Is Helping Obama Find His Voice Online,"From their office in the Eisenhower Executive Office Building, Mr. Obama's aides determined that the president should swiftly tweet about the",journal_1071,Politics,0.5254819623,0.0,0.0
65863,2015-11-08,,Obama and Netanyahu: A Story of Slights and Crossed Signals,"WASHINGTON """""" For President Obama, it was a day of celebration. He had just signed the most important domestic measure of his presidency,",journal_1071,Politics,0.39056298619999996,0.3,0.5333333333333333
65955,2015-11-08,00:00:00,What Obama should say to Netanyahu regarding the current ...,"Excluding the significance of the Palestinian-Israeli conflict and its associated human losses, Netanyahu's recent adventures concerning",online_post_207,International,0.562366119,0.0,0.175
